date,1. open,2. high,3. low,4. close,5. volume
2020-11-06,15.6,16.86,15.58,16.11,2706735.0
2020-11-05,14.79,15.4,14.77,15.33,1967232.0
2020-11-04,15.12,15.2,13.15,14.2,2738355.0
2020-11-03,14.18,15.3999,13.875,14.9,2484822.0
2020-11-02,13.8,14.18,13.01,13.71,1893631.0
2020-10-30,13.6,13.6001,12.8,13.23,1948847.0
2020-10-29,13.44,14.02,13.05,13.6,1568676.0
2020-10-28,13.5,13.79,12.75,13.32,2235124.0
2020-10-27,14.2,14.55,13.91,13.95,1500165.0
2020-10-26,15.6,15.6,14.1,14.16,2761770.0
2020-10-23,16.38,16.38,15.12,15.61,1536135.0
2020-10-22,16.15,16.51,15.4,15.94,2214863.0
2020-10-21,16.5,16.87,16.0,16.2,1921655.0
2020-10-20,16.5,17.5992,16.0,16.04,3154405.0
2020-10-19,15.71,16.49,15.55,16.09,2667953.0
2020-10-16,15.39,16.15,15.08,15.21,2519696.0
2020-10-15,14.46,15.2,14.45,15.14,1378482.0
2020-10-14,14.54,14.85,13.945,14.85,1609392.0
2020-10-13,15.0,15.0399,14.11,14.42,2094544.0
2020-10-12,15.0,15.6,14.85,15.05,2011755.0
2020-10-09,15.1,15.14,14.35,14.66,1824882.0
2020-10-08,13.98,15.38,13.7512,14.72,4948365.0
2020-10-07,14.17,14.39,13.25,13.71,2737723.0
2020-10-06,14.63,14.63,13.66,13.9,5113214.0
2020-10-05,15.47,15.4935,14.5,14.96,3349245.0
2020-10-02,14.45,15.39,14.36,15.39,2895670.0
2020-10-01,16.0,16.1,15.21,15.38,2662408.0
2020-09-30,15.54,16.24,15.05,15.6,3530025.0
2020-09-29,15.75,15.795,14.8,15.21,3634098.0
2020-09-28,15.21,16.45,15.2,15.53,9471869.0
2020-09-25,12.72,13.94,12.64,13.84,7134838.0
2020-09-24,12.33,13.16,11.11,12.46,16238485.0
2020-09-23,13.1,13.15,11.9,12.18,2960348.0
2020-09-22,13.75,13.9,13.11,13.19,2010997.0
2020-09-21,14.17,14.23,13.2,13.79,3515472.0
2020-09-18,14.0,14.25,13.55,14.25,2882784.0
2020-09-17,13.93,14.35,13.31,14.25,6504146.0
2020-09-16,10.42,13.7099,10.27,13.3,9197303.0
2020-09-15,10.45,10.46,10.4101,10.45,109634.0
2020-09-14,10.32,10.4,10.25,10.37,21931.0
2020-09-11,10.4,10.4,10.27,10.35,9396.0
2020-09-10,10.4,10.4,10.36,10.38,192156.0
2020-09-09,10.4,10.4,10.35,10.4,269636.0
2020-09-08,10.35,10.45,10.2901,10.35,21182.0
2020-09-04,10.19,10.36,10.19,10.35,108652.0
2020-09-03,10.3,10.3,10.2,10.265,112144.0
2020-09-02,10.25,10.25,10.1,10.25,838619.0
2020-09-01,10.1,10.2,10.1,10.2,4545.0
2020-08-31,10.16,10.205,10.05,10.2,60282.0
2020-08-28,10.21,10.2399,10.17,10.2,3053.0
2020-08-27,10.24,10.27,10.18,10.245,5360.0
2020-08-26,10.2,10.25,10.19,10.25,11292.0
2020-08-25,10.25,10.25,10.2,10.24,45375.0
2020-08-24,10.21,10.25,10.15,10.2,1873880.0
2020-08-21,10.21,10.21,10.16,10.2,130574.0
2020-08-20,10.19,10.315,10.19,10.25,35453.0
2020-08-19,10.35,10.35,10.19,10.19,9425.0
2020-08-18,10.275,10.35,10.275,10.3,5279.0
2020-08-17,10.36,10.36,10.31,10.35,1834.0
2020-08-14,10.37,10.37,10.2,10.31,86485.0
2020-08-13,10.25,10.35,10.21,10.35,15070.0
2020-08-12,10.2,10.28,10.19,10.2,14530.0
2020-08-11,10.24,10.24,10.24,10.24,332.0
2020-08-10,10.35,10.35,10.21,10.21,42225.0
2020-08-07,10.36,10.36,10.28,10.28,377918.0
2020-08-06,10.36,10.36,10.3198,10.35,724364.0
2020-08-05,10.32,10.36,10.32,10.34,157446.0
2020-08-04,10.35,10.38,10.24,10.32,213365.0
2020-08-03,10.2,10.33,10.1724,10.33,95951.0
2020-07-31,10.16,10.2591,10.1392,10.2,757451.0
2020-07-30,10.23,10.29,10.21,10.25,81522.0
2020-07-29,10.24,10.25,10.2,10.2,85526.0
2020-07-28,10.21,10.33,10.21,10.28,6276.0
2020-07-27,10.2,10.31,10.15,10.3,79991.0
2020-07-24,10.03,10.15,10.03,10.14,1744.0
2020-07-23,10.03,10.13,10.03,10.09,51234.0
2020-07-22,10.2,10.2,10.07,10.08,729.0
2020-07-21,10.2,10.26,10.14,10.14,112317.0
2020-07-20,10.16,10.19,10.16,10.19,1276.0
2020-07-17,10.0,10.1,10.0,10.1,74800.0
2020-07-16,10.04,10.05,10.04,10.05,270.0
2020-07-15,10.1,10.1,10.08,10.08,2900.0
2020-07-14,10.07,10.1,10.04,10.04,84500.0
2020-07-13,10.05,10.1,10.05,10.06,175700.0
2020-07-10,10.07,10.11,10.07,10.08,19400.0
2020-07-09,9.94,10.12,9.94,10.1,625700.0
2020-07-08,9.98,9.98,9.98,9.98,30.0
2020-07-07,9.98,9.98,9.98,9.98,0.0
2020-07-06,10.09,10.09,9.98,9.98,452400.0
2020-07-02,10.0,10.01,9.94,9.94,119800.0
2020-07-01,10.05,10.06,9.99,10.06,2700.0
2020-06-30,9.99,10.05,9.99,10.05,320.0
2020-06-29,10.05,10.05,10.04,10.04,140300.0
2020-06-26,9.8501,9.995,9.8501,9.96,256225.0
2020-06-25,9.96,9.96,9.96,9.96,200001.0
2020-06-24,10.0199,10.0199,10.0199,10.0199,104.0
2020-06-23,9.98,10.03,9.98,10.03,210.0
2020-06-22,9.96,10.0,9.96,10.0,51057.0
2020-06-19,9.9,9.95,9.88,9.95,12049.0
2020-06-18,9.83,9.83,9.83,9.83,0.0
2020-06-17,9.83,9.83,9.83,9.83,0.0
2020-06-16,9.92,9.92,9.83,9.83,101081.0
2020-06-15,9.83,9.83,9.83,9.83,44.0
2020-06-12,9.83,9.84,9.83,9.83,27774.0
2020-06-11,9.86,9.86,9.82,9.82,227.0
2020-06-10,9.86,9.86,9.86,9.86,1853.0
2020-06-09,9.83,9.83,9.83,9.83,14.0
2020-06-08,9.83,9.83,9.83,9.83,41.0
2020-06-05,9.83,9.83,9.83,9.83,250000.0
2020-06-04,9.75,9.86,9.75,9.86,355254.0
2020-06-03,9.84,9.84,9.84,9.84,172.0
2020-06-02,9.83,9.84,9.83,9.84,625150.0
2020-06-01,9.825,9.85,9.825,9.85,400.0
2020-05-29,9.85,9.85,9.85,9.85,100.0
2020-05-28,9.85,9.85,9.85,9.85,1805.0
2020-05-27,9.811,9.811,9.811,9.811,0.0
2020-05-26,9.811,9.811,9.811,9.811,182.0
2020-05-22,9.85,9.85,9.85,9.85,0.0
2020-05-21,9.75,9.85,9.75,9.85,300.0
2020-05-20,9.85,9.85,9.85,9.85,47.0
2020-05-19,9.843,9.85,9.843,9.85,5177.0
2020-05-18,9.87,9.87,9.825,9.85,19664.0
2020-05-15,9.8,9.85,9.8,9.85,50105.0
2020-05-14,9.85,9.85,9.85,9.85,23.0
2020-05-13,9.85,9.85,9.85,9.85,1922.0
2020-05-12,9.8499,9.8499,9.8499,9.8499,1.0
2020-05-11,9.8499,9.8499,9.8499,9.8499,69.0
2020-05-08,9.73,9.8499,9.73,9.8499,400509.0
2020-05-07,9.8,9.8,9.8,9.8,106.0
2020-05-06,9.85,9.85,9.8,9.8,2226.0
2020-05-05,9.78,9.85,9.78,9.8,150916.0
2020-05-04,9.84,9.84,9.84,9.84,120.0
2020-05-01,9.76,9.84,9.76,9.8,611040.0
2020-04-30,9.78,9.78,9.78,9.78,0.0
2020-04-29,9.78,9.78,9.78,9.78,375045.0
2020-04-28,9.78,9.78,9.78,9.78,527.0
2020-04-27,9.76,9.77,9.75,9.77,200540.0
2020-04-24,9.76,9.785,9.75,9.785,407756.0
2020-04-23,9.85,9.85,9.7,9.7,14238.0
2020-04-22,9.79,9.81,9.7772,9.7772,152124.0
2020-04-21,9.75,9.75,9.75,9.75,111.0
2020-04-20,9.82,9.82,9.81,9.81,404.0
2020-04-17,9.7,9.7,9.7,9.7,0.0
2020-04-16,9.7,9.7,9.7,9.7,7.0
2020-04-15,9.81,9.81,9.7,9.7,101800.0
2020-04-14,9.735,9.735,9.735,9.735,0.0
2020-04-13,9.75,9.75,9.735,9.735,368.0
2020-04-09,9.69,9.73,9.69,9.69,32528.0
2020-04-08,9.72,9.73,9.72,9.73,254248.0
2020-04-07,9.76,9.76,9.76,9.76,105.0
2020-04-06,9.61,9.76,9.61,9.76,493.0
2020-04-03,9.69,9.74,9.69,9.74,401.0
2020-04-02,9.65,9.65,9.65,9.65,78534.0
2020-04-01,9.65,9.65,9.65,9.65,0.0
2020-03-31,9.65,9.65,9.65,9.65,621937.0
2020-03-30,9.8031,9.8031,9.8031,9.8031,100.0
2020-03-27,9.565,9.565,9.565,9.565,119.0
2020-03-26,9.43,9.565,9.43,9.565,4049.0
2020-03-25,9.38,9.38,9.38,9.38,0.0
2020-03-24,9.38,9.38,9.38,9.38,4.0
2020-03-23,9.4,9.44,9.38,9.38,609198.0
2020-03-20,9.7163,9.7163,9.7163,9.7163,50010.0
2020-03-19,9.7163,9.7163,9.7163,9.7163,58.0
2020-03-18,9.7163,9.7163,9.7163,9.7163,288.0
2020-03-17,9.63,9.63,9.6,9.6,3664.0
2020-03-16,9.6,9.6,9.6,9.6,600109.0
2020-03-13,9.75,9.8,9.7,9.75,293601.0
2020-03-12,9.9,9.9,9.9,9.9,158.0
2020-03-11,9.941,9.941,9.89,9.89,1402.0
2020-03-10,9.79,9.85,9.79,9.83,700371.0
2020-03-09,9.77,9.77,9.77,9.77,208.0
2020-03-06,9.97,9.97,9.97,9.97,26.0
2020-03-05,9.97,9.97,9.9698,9.97,533.0
2020-03-04,9.98,9.98,9.98,9.98,20.0
2020-03-03,9.98,9.98,9.98,9.98,123.0
2020-03-02,9.98,9.98,9.98,9.98,1203.0
2020-02-28,9.92,9.97,9.92,9.97,49655.0
2020-02-27,9.96,9.96,9.96,9.96,116079.0
2020-02-26,9.96,9.97,9.96,9.97,2107.0
2020-02-25,9.98,9.98,9.98,9.98,9.0
2020-02-24,9.985,9.985,9.98,9.98,202052.0
2020-02-21,10.05,10.09,10.05,10.09,710.0
2020-02-20,10.08,10.08,10.08,10.08,32.0
2020-02-19,10.08,10.08,10.08,10.08,195.0
2020-02-18,10.08,10.08,10.08,10.08,120.0
2020-02-14,10.08,10.08,10.08,10.08,775.0
2020-02-13,10.08,10.08,10.08,10.08,2796.0
2020-02-12,10.08,10.08,10.08,10.08,896.0
2020-02-11,10.08,10.08,10.08,10.08,10.0
2020-02-10,10.08,10.08,10.08,10.08,210.0
2020-02-07,9.935,9.935,9.935,9.935,3.0
2020-02-06,9.85,9.935,9.85,9.935,294.0
2020-02-05,9.95,9.95,9.95,9.95,606.0
2020-02-04,9.9,9.95,9.9,9.95,217.0
2020-02-03,9.92,9.92,9.92,9.92,748.0
2020-01-31,10.12,10.12,9.99,10.0,1431.0
2020-01-30,10.02,10.02,9.92,9.92,2297.0
2020-01-29,9.92,9.92,9.92,9.92,0.0
2020-01-28,9.92,9.92,9.92,9.92,100000.0
2020-01-27,9.92,9.92,9.92,9.92,299998.0
2020-01-24,9.92,9.92,9.92,9.92,0.0
2020-01-23,9.99,9.99,9.92,9.92,200250.0
2020-01-22,9.92,9.93,9.92,9.92,13633.0
2020-01-21,9.915,9.92,9.915,9.92,400000.0
2020-01-17,9.93,9.95,9.87,9.88,123423.0
2020-01-16,9.93,9.93,9.93,9.93,0.0
2020-01-15,9.93,9.93,9.93,9.93,0.0
2020-01-14,9.93,9.93,9.93,9.93,0.0
2020-01-13,9.93,9.94,9.93,9.93,22600.0
2020-01-10,9.94,9.94,9.94,9.94,0.0
2020-01-09,9.92,9.94,9.92,9.94,400400.0
2020-01-08,9.9,9.95,9.83,9.95,22816.0
2020-01-07,9.82,9.82,9.82,9.82,0.0
2020-01-06,9.82,9.82,9.82,9.82,2000.0
2020-01-03,9.8,9.8,9.8,9.8,0.0
2020-01-02,9.8,9.8,9.8,9.8,0.0
2019-12-31,9.8,9.8,9.8,9.8,4.0
2019-12-30,9.8,9.8,9.8,9.8,0.0
2019-12-27,9.8,9.8,9.8,9.8,0.0
2019-12-26,9.8,9.8,9.8,9.8,0.0
2019-12-24,9.8,9.8,9.8,9.8,0.0
2019-12-23,9.8,9.8,9.8,9.8,0.0
2019-12-20,9.8,9.8,9.8,9.8,0.0
2019-12-19,9.8,9.8,9.8,9.8,0.0
2019-12-18,9.8,9.8,9.8,9.8,0.0
2019-12-17,9.8,9.8,9.8,9.8,19881.0
2019-12-16,9.82,9.82,9.82,9.82,119.0
2019-12-13,9.79,9.86,9.79,9.82,45100.0
2019-12-12,9.8,9.8,9.8,9.8,0.0
2019-12-11,9.8,9.8,9.8,9.8,2.0
2019-12-10,9.8,9.8,9.8,9.8,0.0
2019-12-09,9.8,9.8,9.8,9.8,2.0
2019-12-06,9.8,9.8,9.8,9.8,0.0
2019-12-05,9.79,9.8,9.79,9.8,36624.0
2019-12-04,9.76,9.76,9.76,9.76,0.0
2019-12-03,9.76,9.76,9.76,9.76,0.0
2019-12-02,9.76,9.76,9.76,9.76,45.0
2019-11-29,9.76,9.76,9.76,9.76,145.0
2019-11-27,9.79,9.79,9.79,9.79,0.0
2019-11-26,9.79,9.79,9.79,9.79,0.0
2019-11-25,9.79,9.79,9.79,9.79,0.0
2019-11-22,9.79,9.79,9.79,9.79,0.0
2019-11-21,9.79,9.79,9.79,9.79,0.0
2019-11-20,9.7,9.79,9.7,9.79,307.0
2019-11-19,9.79,9.79,9.79,9.79,0.0
2019-11-18,9.77,9.8,9.77,9.79,23977.0
2019-11-15,9.77,9.77,9.77,9.77,369.0
2019-11-14,9.7,9.8,9.7,9.77,1100838.0
2019-11-13,9.74,9.74,9.74,9.74,0.0
2019-11-12,9.74,9.74,9.74,9.74,250000.0
2019-11-11,9.72,9.72,9.72,9.72,0.0
2019-11-08,9.72,9.72,9.72,9.72,0.0
2019-11-07,9.72,9.72,9.72,9.72,286900.0
2019-11-06,9.72,9.72,9.72,9.72,43811.0
2019-11-05,9.73,9.74,9.72,9.74,285984.0
2019-11-04,9.73,9.73,9.73,9.73,20000.0
2019-11-01,9.73,9.73,9.73,9.73,0.0
2019-10-31,9.72,9.75,9.72,9.73,1102781.0
2019-10-30,9.75,9.75,9.75,9.75,0.0
2019-10-29,9.75,9.75,9.75,9.75,9.0
2019-10-28,9.75,9.75,9.75,9.75,0.0
2019-10-25,9.75,9.75,9.75,9.75,0.0
2019-10-24,9.74,9.75,9.74,9.75,300.0
2019-10-23,9.74,9.75,9.74,9.75,602.0
2019-10-22,9.75,9.75,9.75,9.75,2.0
2019-10-21,9.75,9.75,9.72,9.75,2014.0
2019-10-18,9.71,9.71,9.71,9.71,5.0
2019-10-17,9.7,9.71,9.7,9.71,175605.0
2019-10-16,9.75,9.75,9.75,9.75,100.0
2019-10-15,9.7353,9.75,9.735,9.735,4200.0
2019-10-14,9.7,9.7,9.7,9.7,0.0
2019-10-11,9.7,9.7,9.7,9.7,130000.0
2019-10-10,9.66,9.66,9.63,9.65,450492.0
2019-10-09,9.68,9.68,9.68,9.68,0.0
2019-10-08,9.68,9.68,9.68,9.68,0.0
2019-10-07,9.68,9.68,9.68,9.68,186900.0
2019-10-04,9.71,9.71,9.71,9.71,0.0
2019-10-03,9.71,9.71,9.71,9.71,0.0
2019-10-02,9.71,9.71,9.71,9.71,0.0
2019-10-01,9.71,9.71,9.71,9.71,0.0
2019-09-30,9.685,9.71,9.685,9.71,800.0
2019-09-27,9.7,9.7,9.66,9.66,25000.0
2019-09-26,9.85,9.85,9.85,9.85,811.0
2019-09-25,9.85,9.85,9.85,9.85,0.0
2019-09-24,9.85,9.85,9.85,9.85,0.0
2019-09-23,9.85,9.85,9.85,9.85,0.0
2019-09-20,9.84,9.85,9.84,9.85,911.0
2019-09-19,9.72,9.72,9.72,9.72,0.0
2019-09-18,9.69,9.72,9.69,9.72,200.0
2019-09-17,9.76,9.76,9.76,9.76,0.0
2019-09-16,9.65,9.76,9.65,9.76,600.0
